Task ID,Created At,Completed At,Last Modified,Name,Section/Column,Assignee,Assignee Email,Start Date,Due Date,Tags,Notes,Projects,Parent task,Blocked By (Dependencies),Blocking (Dependencies),Status,SMS,Payment,Deposit,Bonus,Max bet,WG,Groups,Max win
1208960124703621,2024-12-11,,2024-12-11,Coolzino 4 Highroller,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,150.00,150.00,5,35xDB,DUX,10xB
1208960124763073,2024-12-11,,2024-12-11,Coolzino 3,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,150.00,150.00,5,35xDB,DUX,10xB
1208960124763089,2024-12-11,,2024-12-11,Coolzino 2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,,,5,35xDB,DUX,10xB
1208960124867586,2024-12-11,,2024-12-11,Wild Sultan,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,SKRILL CARD,,,,,Next to You B.V,
1208960124867596,2024-12-11,,2024-12-11,Winoui,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,SKRILL CARD,,,,,Next to You B.V,
1208960124867606,2024-12-11,,2024-12-11,madnix.com,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,SKRILL CARD,,,,,Next to You B.V,
1208960068999810,2024-12-11,,2024-12-11,Sakura slots,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,SKRILL CARD,,,,,Next to You B.V,
1208960068999820,2024-12-11,,2024-12-11,Omnislots,Untitled section,,,,,,—,Main Project CAD,,,,STOP,,,,,5,45xB,,
1208960068999830,2024-12-11,,2024-12-11, CRYPTO Stake.com 200% Code rosh,Untitled section,,,,,,—,Main Project CAD,,,,STOP,,CRYPTO,,,,40xB,,
1208960068999840,2024-12-11,,2024-12-11,20bets,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,SKRILL,300.00,300.00,5,30xDB,Santeda Int,
1208960069083252,2024-12-11,,2024-12-11,Velobet,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"Mifinity, Icard",350.00,500.00,5,30xDB,Santeda Int,15k
1208960069083269,2024-12-11,,2024-12-11,Velobet 1,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"Mifinity, Icard",300.00,300.00,5,30xDB,Santeda Int,15k
1208960069155883,2024-12-11,,2024-12-11,Velobet 2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"Mifinity, Icard",300.00,300.00,5,30xDB,Santeda Int,15k
1208960069233432,2024-12-11,,2024-12-11,CasinoIN,Untitled section,,,,,,Dep 250-400,Main Project CAD,,,,Testing,,SKRILL CARD,,,,35xD,Bm Solutions Limited,10xB
1208960069233444,2024-12-11,,2024-12-11,Betmaster.ie,Untitled section,,,,,,Dep 250-400,Main Project CAD,,,,Testing,,SKRILL CARD,,,,35xD,Bm Solutions Limited,10xB
1208960069233456,2024-12-11,,2024-12-11,Axwin.ie,Untitled section,,,,,,Dep 250-400,Main Project CAD,,,,Testing,,SKRILL CARD,,,,35xD,Bm Solutions Limited,10xB
1208960069318119,2024-12-11,,2024-12-11,Fresh bet 1,Untitled section,,,,,,"·  Bonus Activation:
    The player must activate the bonus in the Bonus section of their wallet before playing.
·  Betting Limit:
    The maximum allowed bet when playing with the bonus is 4.
·  No Play with Real Money Before Bonus Activation:
    The player cannot play with real money before the bonus is activated. Ensure the bonus is active before any gameplay starts.",Main Project CAD,,,,Not started,,"Mifinity, Icard",,,5,30xDB,Santeda Int,
1208960069318131,2024-12-11,,2024-12-11,Fresh bet 2,Untitled section,,,,,,"·  Bonus Activation:
    The player must activate the bonus in the Bonus section of their wallet before playing.
·  Betting Limit:
    The maximum allowed bet when playing with the bonus is 4.
·  No Play with Real Money Before Bonus Activation:
    The player cannot play with real money before the bonus is activated. Ensure the bonus is active before any gameplay starts.",Main Project CAD,,,,Not started,,"Mifinity, Icard",100.00,50.00,5,30xDB,Santeda Int,
1208960069388571,2024-12-11,,2024-12-11,Fresh bet 3,Untitled section,,,,,,"·  Bonus Activation:
    The player must activate the bonus in the Bonus section of their wallet before playing.
·  Betting Limit:
    The maximum allowed bet when playing with the bonus is 4.
·  No Play with Real Money Before Bonus Activation:
    The player cannot play with real money before the bonus is activated. Ensure the bonus is active before any gameplay starts.",Main Project CAD,,,,Not started,,"Mifinity, Icard",,,5,30xDB,Santeda Int,
1208960069388583,2024-12-11,,2024-12-11,7 Sultans 1,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, SKRILL",20.00,20.00,8 or 0.5 per line,50xB,Fortune Lounge 1,6xB
1208960121711714,2024-12-11,,2024-12-11,7 Sultans 2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, SKRILL",20.00,20.00,8 or 0.5 per line,50xB,Fortune Lounge 1,6xB
1208960124574189,2024-12-11,,2024-12-11,7 Sultans 3 NO BONUS,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, SKRILL",,,<30% bonus,50xB,Fortune Lounge 1,
1208960124574201,2024-12-11,,2024-12-11,Vave.com,Untitled section,,,,,,"Tech solution group
    Deposit and bonus are separated, you can early withdraw
    Target for EW is 7xD
    Max bet is 5 until bonus is canceled",Main Project CAD,,,,Testing,,CRYPTO,,,5,40xB,TECHSOLUTION,
1208960124574213,2024-12-11,,2024-12-11,Casinomega,Untitled section,,,,,,"If money is separated that means EW, if not its sticky
First dep, after purchase bonus
Max win 10xB
Play roulete ( normal, NOT live roulette), target is 8*Deposit on roulete
Hacksaw: lines, coins, mines same target",Main Project CAD,,,,Testing,,SKRILL,200.00,200.00,none,30xB,Continental Solutions,10xD
1208960124646532,2024-12-11,,2024-12-11,Lilibet,Untitled section,,,,,,"The money is separated that means EW.
First dep, after purchase bonus
No max bet on sign up. Reloads are 5 euro need to confirm with chat.
Reloads are Max win 10xB NOT SIGN UP
Support in Norway ( don't use google translate it works shitty)",Main Project CAD,,,,Testing,,"CRYPTO, Mifinity",500.00,5000.00,none,30xB,Continental Solutions,
1208960124711067,2024-12-11,,2024-12-11,Alexander,Untitled section,,,,,,"    Deposit:
        Use Skrill (specifically the Alexandar Casino Skrill card) to make a deposit.
    Play with Real Money (RM):
        Start playing with Real Money balance:
            Slot games: Place higher bets of €10/€15/€20, depending on your deposit amount.
            Table games:
                Roulette: Place bets of €50/€75, depending on your target.
                Baccarat: Go all-in until you reach your target.
    Check Bonus Activation:
        If the bonus is not active after RM play:
            Activate the bonus manually.
    Play with Bonus Money (BM):
        After activating the bonus, switch to playing with Bonus Money balance.
        Play slot games with a maximum bet of €5.",Main Project CAD,,,,Not started,Yes,"CARD, CRYPTO, USDT",100.00,100.00,5,30xDB,MTM,
1208960124711084,2024-12-11,,2024-12-11,Barz,Untitled section,,,,,,"First Deposit with Luxon:
    Ensure the player makes their first deposit using Luxon to claim the first deposit bonus.
·  Reloaded Bonus with Skrill:
    For reloaded bonuses, the player should make deposits using Skrill to activate the bonus.
    max bet <20% bonus
·  Maximum Bet for First Deposit Bonus:
    When using the first deposit bonus, the maximum allowed bet is €5.",Main Project CAD,,,,Not started,,"CARD, Luxon",250.00,500.00,5,40xDB,WHT,
1208960124770166,2024-12-11,,2024-12-11,Blaze Casino,Untitled section,,,,,,"Bonus Confirmation During Registration:
    When a player registers, ensure they confirm the casino bonus during the sign-up process.
·  Bonus Selection During Deposit:
    When making a deposit, the player must select the bonus again to ensure it's applied to their account.
·  Real Money (RM) vs Bonus Money (BM):
    Real money and bonus money are tracked separately, but the player can see both in their balance.
USING real money
        Roulette
        Baccarat
        Slots (with higher bets)
 
·  Using Bonus Money:
    Bonus money can only be played on BLAZE Originals games, such as:
        Coins, Mines, and Tower games
    The maximum bet allowed with bonus money is €5.",Main Project CAD,,,,Not started,,"CARD, SKRILL",200.00,200.00,5,35xB,Prolific Trade,
1208960124770182,2024-12-11,,2024-12-11,Magical Spin,Untitled section,,,,,,'-150% up to 100,Main Project CAD,,,,STOP,,"CARD, SKRILL, WISE",,,7.5,30xDB,Betrust Entertainment B.V.,
1208960124770194,2024-12-11,,2024-12-11,Magical Spin 2,Untitled section,,,,,,'-150% up to 100,Main Project CAD,,,,STOP,,"CARD, SKRILL, WISE",,,7.5,30xDB,Betrust Entertainment B.V.,
1208960124850454,2024-12-11,,2024-12-11,Casino Extra 1,Untitled section,,,,,,"    Deposit:
        Use Skrill (specifically the Alexandar Casino Skrill card) to make a deposit.
    Play with Real Money (RM):
        Start playing with Real Money balance:
            Slot games: Place higher bets of €10/€15/€20, depending on your deposit amount.
            Table games:
                Roulette: Place bets of €50/€75, depending on your target.
                Baccarat: Go all-in until you reach your target.
    Check Bonus Activation:
        If the bonus is not active after RM play:
            Activate the bonus manually.
    Play with Bonus Money (BM):
        After activating the bonus, switch to playing with Bonus Money balance.
        Play slot games with a maximum bet of €5.",Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, SKRILL, USDT",50.00,50.00,5,30xDB,MTM,
1208960124850470,2024-12-11,,2024-12-11,Casumo,Untitled section,,,,,,"—·  Bonus Selection During Deposit:
    When making a deposit, the player must select the bonus to ensure it's applied to their account.
·  Playing with Bonus:
    After the deposit, the player should play slots with a maximum bet of €5.
·  Bonus Not Received:
    If the player does not receive the bonus after making a deposit, they should immediately contact customer support for assistance.",Main Project CAD,,,,Not started,Yes,SKRILL,300.00,300.00,5 / 0.5,30xDB,MNS,
1208960124913872,2024-12-11,,2024-12-11,Conquestador 1,Untitled section,,,,,,"    Pick the correct bonus
    If there is a maximum withdraw rule, play the bonus with roulette max bonus is 20% x B
    If NO max withdraw, play roulette 25%-40% of the bonus and slots with bet 10-15% of Bonus: Epic Joker, Cowboys gold, book of the fallen, champions of Rome, Viking clash
    Note ( if after the wager the amount is higher than max win amount( 10xB ) ask us for help :)",Main Project CAD,,,,Banned,,SKRILL,200.00,300.00,none,25xDB,MIL,10xB
1208960124913889,2024-12-11,,2024-12-11,Conquestador 2,Untitled section,,,,,,"    Pick the correct bonus
    If there is a maximum withdraw rule, play the bonus with roulette max bonus is 20% x B
    If NO max withdraw, play roulette 25%-40% of the bonus and slots with bet 10-15% of Bonus: Epic Joker, Cowboys gold, book of the fallen, champions of Rome, Viking clash
    Note ( if after the wager the amount is higher than max win amount( 10xB ) ask us for help :)",Main Project CAD,,,,Banned,,SKRILL,300.00,300.00,none,25xDB,MIL,15xB
1208960122938874,2024-12-11,,2024-12-11,Conquestador 3,Untitled section,,,,,,"    Pick the correct bonus
    If there is a maximum withdraw rule, play the bonus with roulette max bonus is 20% x B
    If NO max withdraw, play roulette 25%-40% of the bonus and slots with bet 10-15% of Bonus: Epic Joker, Cowboys gold, book of the fallen, champions of Rome, Viking clash
    Note ( if after the wager the amount is higher than max win amount( 10xB ) ask us for help :)",Main Project CAD,,,,Banned,,SKRILL,400.00,200.00,none,20xDB,MIL,
1208960124563792,2024-12-11,,2024-12-11,Conquestador 4,Untitled section,,,,,,"    Pick the correct bonus
    If there is a maximum withdraw rule, play the bonus with roulette max bonus is 20% x B
    If NO max withdraw, play roulette 25%-40% of the bonus and slots with bet 10-15% of Bonus: Epic Joker, Cowboys gold, book of the fallen, champions of Rome, Viking clash
    Note ( if after the wager the amount is higher than max win amount( 10xB ) ask us for help :)",Main Project CAD,,,,Banned,,SKRILL,400.00,200.00,none,20xDB,MIL,
1208960124563808,2024-12-11,,2024-12-11,Crypto Leo 2,Untitled section,,,,,,"DUX GROUP
    Deposit to get maximum bonus with skrill or crypto
    Pick a slot: Book of cats megaways, wild cash x9990,bigger bass bonanza, book of the fallen, JOKER TROUPE,Iron bank, Razor shark
    No max bet on roullete or high bet on low varieance slot (10 spins min) can withdraw early with own money target should be over 1k, if not MAX BET 5  early target is 5x D+B
    Note if slots or the maximum bet is overriding the software will notify you automatically
    Cancel bonus if you have less than 20 cents before accepting new bonus",Main Project CAD,,,,Not started,,SKRILL,400.00,300.00,5,35xDB,DUX,10xB
1208960124641127,2024-12-11,,2024-12-11,Crypto Leo 3,Untitled section,,,,,,"DUX GROUP
    Deposit to get maximum bonus with skrill or crypto
    Pick a slot: Book of cats megaways, wild cash x9990,bigger bass bonanza, book of the fallen, JOKER TROUPE,Iron bank, Razor shark
    No max bet on roullete or high bet on low varieance slot (10 spins min) can withdraw early with own money target should be over 1k, if not MAX BET 5  early target is 5x D+B
    Note if slots or the maximum bet is overriding the software will notify you automatically
    Cancel bonus if you have less than 20 cents before accepting new bonus",Main Project CAD,,,,Not started,,SKRILL,200.00,100.00,5,35xDB,DUX,10xB
1208960124641144,2024-12-11,,2024-12-11,Crypto Leo 1,Untitled section,,,,,,"·  Deposit and Bonus Selection:
    Ensure the player selects the bonus during the deposit process.
    If the player does not receive the bonus, they must immediately contact customer support and provide a screenshot of the email containing the bonus offer.
·  Highroller Bonus:
    For the Highroller Bonus, the player must enter the bonus code ""50HIGH"" during the deposit.
    The deposit amount must be between €300-€500.
 
·  Real Money vs Bonus Money Play:
    Although real money (RM) and bonus money are tracked separately, they appear together in the player's balance.
    The player must first play using real money on games like:
        Roulette, Baccarat, Blackjack, Lines, Mines, and sometimes slots with higher bets.
    After using real money, the player can switch to playing slots with a maximum bet of €5.
        The specific bet should be adjusted to €2/€3/€4/€5, depending on the target.
·  Max Withdrawal (WD) Limit:
    Be aware that these bonuses come with a maximum withdrawal limit of 10x the bonus amount.
    The player should aim to hit 70% of the target to meet wagering requirements.
    If the player exceeds the allowable winnings, they should immediately notify a supervisor.
·  Bonus Cancellation:
    If the player has less than €0.20 in their bonus balance, they should cancel the bonus.
·  System Alerts for Betting Limits:
    If the player attempts to place a higher bet than allowed with bonus money, the system will alert them to stop.",Main Project CAD,,,,Not started,,SKRILL,400.00,400.00,5,35xDB,DUX,10xB
1208960124731537,2024-12-11,,2024-12-11,Dream Vegas,Untitled section,,,,,,"White hat gaming (luxon for welcome and skrill for reload bonuses )
    Deposit with Luxon
    Max bet 5
    Play slots: Big Bamboo, Joker Troupe, Mystery museum, wild cash x9990, domnitors deluxe 1 linebet, chaow crew, Book of time, Cash compas, Frutz, Let it snow
    Play WHT once a week  with luxon",Main Project CAD,,,,Not started,,"CARD, Luxon",250.00,500.00,5,40xDB,WHT,
1208960124731553,2024-12-11,,2024-12-11,Dublinbet 1,Untitled section,,,,,,"    Deposit:
        Use Skrill (specifically the Alexandar Casino Skrill card) to make a deposit.
    Play with Real Money (RM):
        Start playing with Real Money balance:
            Slot games: Place higher bets of €10/€15/€20, depending on your deposit amount.
            Table games:
                Roulette: Place bets of €50/€75, depending on your target.
                Baccarat: Go all-in until you reach your target.
    Check Bonus Activation:
        If the bonus is not active after RM play:
            Activate the bonus manually.
    Play with Bonus Money (BM):
        After activating the bonus, switch to playing with Bonus Money balance.
        Play slot games with a maximum bet of €5.",Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, SKRILL, USDT",500.00,500.00,5,30xDB,MTM,
1208960124866435,2024-12-11,,2024-12-11,Brutal casino,Untitled section,,,,,,"    Deposit:
        Use Skrill (specifically the Alexandar Casino Skrill card) to make a deposit.
    Play with Real Money (RM):
        Start playing with Real Money balance:
            Slot games: Place higher bets of €10/€15/€20, depending on your deposit amount.
            Table games:
                Roulette: Place bets of €50/€75, depending on your target.
                Baccarat: Go all-in until you reach your target.
    Check Bonus Activation:
        If the bonus is not active after RM play:
            Activate the bonus manually.
    Play with Bonus Money (BM):
        After activating the bonus, switch to playing with Bonus Money balance.
        Play slot games with a maximum bet of €5.",Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, SKRILL, USDT",300.00,300.00,5,30xDB,MTM,
1208960124866451,2024-12-11,,2024-12-11,Dublinbet 2,Untitled section,,,,,,"  Deposit:
        Use Skrill (specifically the Alexandar Casino Skrill card) to make a deposit.
    Play with Real Money (RM):
        Start playing with Real Money balance:
            Slot games: Place higher bets of €10/€15/€20, depending on your deposit amount.
            Table games:
                Roulette: Place bets of €50/€75, depending on your target.
                Baccarat: Go all-in until you reach your target.
    Check Bonus Activation:
        If the bonus is not active after RM play:
            Activate the bonus manually.
    Play with Bonus Money (BM):
        After activating the bonus, switch to playing with Bonus Money balance.
        Play slot games with a maximum bet of €5.",Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, SKRILL, USDT",500.00,500.00,5,30xDB,MTM,
1208960124944428,2024-12-11,,2024-12-11,Europalace 1,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, SKRILL",20.00,20.00,8 or 0.5 per line,50xB,Fortune Lounge 1,6xB
1208960124944445,2024-12-11,,2024-12-11,Europalace 2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, SKRILL",20.00,20.00,8 or 0.5 per line,50xB,Fortune Lounge 1,6xB
1208960125025106,2024-12-11,,2024-12-11,Europalace 3,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, SKRILL",20.00,20.00,8 or 0.5 per line,50xB,Fortune Lounge 1,6xB
1208960125025123,2024-12-11,,2024-12-11,Europalace 4,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, SKRILL",20.00,20.00,8 or 0.5 per line,50xB,Fortune Lounge 1,6xB
1208960125112765,2024-12-11,,2024-12-11,Europalace 5 NO BONUS,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, SKRILL",,,<30% bonus,50xB,Fortune Lounge 1,
1208960122003591,2024-12-11,,2024-12-11,Fatboss 1,Untitled section,,,,,,"   After the deposit, check whether the bonus is activated.
        If the bonus is active: The player should play a slot game with a maximum bet of €5.",Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, SKRILL, USDT",50.00,50.00,5,30xDB,MTM,
1208960122003607,2024-12-11,,2024-12-11,Flush.com 1,Untitled section,,,,,,—,Main Project CAD,,,,STOP,,CRYPTO,300.00,450.00,5,35xDB,King of Clubz,
1208960124591588,2024-12-11,,2024-12-11,Golden Bet 1,Untitled section,,,,,,"    Deposit crypto
    Play high variance slots with max win 2-3k max win
    check for slots and how much to wager",Main Project CAD,,,,STOP,,"CRYPTO, Mifinity, Icard",300.00,300.00,5,35xDB,Santeda Int,10xB
1208960124591605,2024-12-11,,2024-12-11,Donbet.com,Untitled section,,,,,,"    Deposit crypto
    Play high variance slots with max win 2-3k max win
    check for slots and how much to wager",Main Project CAD,,,,Not started,,"CRYPTO, Mifinity, Icard",200.00,200.00,5,35xDB,Santeda Int,50xB
1208960124653332,2024-12-11,,2024-12-11,Cosmo Bet 1,Untitled section,,,,,,"    Deposit crypto
    Play high variance slots with max win 2-3k max win
    check for slots and how much to wager",Main Project CAD,,,,Not started,,"CRYPTO, Mifinity, Icard",330.00,495.00,5,30xDB,Santeda Int,
1208960124653348,2024-12-11,,2024-12-11,Cosmo Bet 3,Untitled section,,,,,,"    Deposit crypto
    Play high variance slots with max win 2-3k max win
    check for slots and how much to wager",Main Project CAD,,,,Not started,,"CRYPTO, Mifinity, Icard",300.00,300.00,5,30xDB,Santeda Int,
1208960124713447,2024-12-11,,2024-12-11,Cosmo Bet 2,Untitled section,,,,,,"    Deposit crypto
    Play high variance slots with max win 2-3k max win
    check for slots and how much to wager",Main Project CAD,,,,Not started,,"CRYPTO, Mifinity, Icard",300.00,300.00,5,30xDB,Santeda Int,
1208960124713463,2024-12-11,,2024-12-11,Golden Bet 2,Untitled section,,,,,,"    Deposit crypto
    Play high variance slots with max win 2-3k max win
    check for slots and how much to wager",Main Project CAD,,,,STOP,,"CRYPTO, Mifinity, Icard",300.00,300.00,5,35xDB,Santeda Int,10xB
1208960124770210,2024-12-11,,2024-12-11,Golden Bet 3,Untitled section,,,,,,"    Deposit crypto
    Play high variance slots with max win 2-3k max win
    check for slots and how much to wager",Main Project CAD,,,,STOP,,"CRYPTO, Mifinity, Icard",300.00,300.00,5,35xDB,Santeda Int,10xB
1208960124770227,2024-12-11,,2024-12-11,Mr Green,Untitled section,,,,,,"Real money part, play roulette or slot higher bet. With bonus max bet is 5!
Real money hit 1k+, cancel bonus if its real money.",Main Project CAD,,,,Not started,,"CARD, SKRILL",100.00,100.00,5,35xB,Mr Green Ltd Casinos,
1208960124845875,2024-12-11,,2024-12-11,High Roller casino,Untitled section,,,,,,"Dep 200-400
Your welcome bonus is a Parachute Bonus, meaning that you play with real money first, then bonus money. The rules below only apply when you play with your bonus money.
With real money you can play roulette, baccarat, slots  bigger bets

Only when playing with bonus: 17 Excluded Games From Bonus Play:
https://www.highroller.com/en-ie/terms-conditions",Main Project CAD,,,,Testing,,"CARD, CRYPTO, SKRILL",,,5,40xB,Happy Hour Solutions,
1208960124845887,2024-12-11,,2024-12-11,Hiperwin Casino,Untitled section,,,,,,"
  ·  Hiperwin Bonus:
    The Hiperwin bonus must be confirmed during registration.
    All other bonuses are automatically added.
    After the deposit, check whether the bonus is activated.
        If the bonus is active: The player should play a slot game with a maximum bet of €5.",Main Project CAD,,,,Not started,Yes,"CARD, CRYPTO, SKRILL",200.00,200.00,5,35xDB,MTM,
1208960124903836,2024-12-11,,2024-12-11,Jackpot Village,Untitled section,,,,,,"         Play WHT once a week  with luxon
White hat gaming (luxon for welcome and skrill for reload bonuses )
    Deposit with Luxon
    Max bet 5
    Play slots: Big Bamboo, Joker Troupe, Mystery museum, wild cash x9990, domnitors deluxe 1 linebet, chaow crew, Book of time, Cash compas, Frutz, Let it snow",Main Project CAD,,,,Not started,,CARD,250.00,500.00,5,40xDB,WHT,
1208960124903852,2024-12-11,,2024-12-11,Kryptosino Nowager,Untitled section,,,,,,"    Max cashout is five times the bonus amount.
    Max bet while bonus active is $6.",Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, USDT",500.00,500.00,6,,Versus Odds,5
1208960153682246,2024-12-11,,2024-12-11,Kaiserino 3,Untitled section,,,,,,"    Max cashout is five times the bonus amount.
    Max bet while bonus active is $6.",Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, USDT",200.00,400.00,5,,Versus Odds,
1208960153682261,2024-12-11,,2024-12-11, Kaiserino 1,Untitled section,,,,,,"    Max cashout is five times the bonus amount.
    Max bet while bonus active is $6.",Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, USDT",300.00,300.00,5,,Versus Odds,
1208960155394226,2024-12-11,,2024-12-11,Kaiserino 2,Untitled section,,,,,,"    Max cashout is five times the bonus amount.
    Max bet while bonus active is $6.",Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, USDT",400.00,300.00,5,,Versus Odds,
1208960155394241,2024-12-11,,2024-12-11,Slotilda 1,Untitled section,,,,,,"    Max cashout is five times the bonus amount.
    Max bet while bonus active is $6.",Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, USDT",300.00,300.00,5,,Versus Odds,
1208960155445199,2024-12-11,,2024-12-11,Slotilda 2,Untitled section,,,,,,"    Max cashout is five times the bonus amount.
    Max bet while bonus active is $6.",Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, USDT",400.00,300.00,5,,Versus Odds,
1208960155445214,2024-12-11,,2024-12-11,Slotilda 3,Untitled section,,,,,,"    Max cashout is five times the bonus amount.
    Max bet while bonus active is $6.",Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, USDT",200.00,400.00,5,,Versus Odds,
1208960155493934,2024-12-11,,2024-12-11,Lucky31 1,Untitled section,,,,,,"    After the deposit, check whether the bonus is activated.
        If the bonus is active: The player should play a slot game with a maximum bet of €5.",Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, SKRILL, USDT",100.00,100.00,5,30xDB,MTM,
1208960155493950,2024-12-11,,2024-12-11,Mystake 1,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, Icard, USDT",300.00,450.00,5,30xDB,Santeda Int,
1208960155588846,2024-12-11,,2024-12-11,Mystake 2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, CRYPTO, Mifinity, Icard, USDT",300.00,450.00,5,30xDB,Santeda Int,
1208960155588862,2024-12-11,,2024-12-11,NeedForSpin 1,Untitled section,,,,,,"
·  Deposit Funds:
    Ensure the player makes a deposit into their account to start playing with real money.
·  Playing with Real Money:
    After the deposit is confirmed, the player must first play using real money.
    Betting:
        For slots or table games, the recommended bet is between €10-€20 per spin or round, depending on the target amount.
        If the player is playing baccarat, they should go ""all-in"" until they reach their target.
·  Activating the Bonus:
    Once the player finishes playing with real money, they need to go to the ""My Bonuses"" section.
    There, they can activate their bonus.
·  Maximum Bet with Bonus Money:
    When using bonus money, the maximum allowed bet is €5.
·  Playing Free Spins:
    After the player has used their bonus money, they must also play any free spins that come with the bonus.
·  Bust Scenario:
    If the player loses all their funds (busts), instruct them to cancel all remaining bonuses and make a new deposit to continue.
·  No Bonus Received:
    If the player does not receive a bonus after following the steps, they should be directed to contact customer support via chat for further assistance.",Main Project CAD,,,,Not started,,"CARD, Mifinity, SKRILL",270.00,300.00,5,45xB,Gbl solutions,10xD
1208960155660110,2024-12-11,,2024-12-11,NeedForSpin 4,Untitled section,,,,,,"
·  Deposit Funds:
    Ensure the player makes a deposit into their account to start playing with real money.
·  Playing with Real Money:
    After the deposit is confirmed, the player must first play using real money.
    Betting:
        For slots or table games, the recommended bet is between €10-€20 per spin or round, depending on the target amount.
        If the player is playing baccarat, they should go ""all-in"" until they reach their target.
·  Activating the Bonus:
    Once the player finishes playing with real money, they need to go to the ""My Bonuses"" section.
    There, they can activate their bonus.
·  Maximum Bet with Bonus Money:
    When using bonus money, the maximum allowed bet is €5.
·  Playing Free Spins:
    After the player has used their bonus money, they must also play any free spins that come with the bonus.
·  Bust Scenario:
    If the player loses all their funds (busts), instruct them to cancel all remaining bonuses and make a new deposit to continue.
·  No Bonus Received:
    If the player does not receive a bonus after following the steps, they should be directed to contact customer support via chat for further assistance.",Main Project CAD,,,,Not started,,"CARD, Mifinity, SKRILL",300.00,150.00,5,45xB,Gbl solutions,10xD
1208960155660127,2024-12-11,,2024-12-11,NeedForSpin 2,Untitled section,,,,,,"—
·  Deposit Funds:
    Ensure the player makes a deposit into their account to start playing with real money.
·  Playing with Real Money:
    After the deposit is confirmed, the player must first play using real money.
    Betting:
        For slots or table games, the recommended bet is between €10-€20 per spin or round, depending on the target amount.
        If the player is playing baccarat, they should go ""all-in"" until they reach their target.
·  Activating the Bonus:
    Once the player finishes playing with real money, they need to go to the ""My Bonuses"" section.
    There, they can activate their bonus.
·  Maximum Bet with Bonus Money:
    When using bonus money, the maximum allowed bet is €5.
·  Playing Free Spins:
    After the player has used their bonus money, they must also play any free spins that come with the bonus.
·  Bust Scenario:
    If the player loses all their funds (busts), instruct them to cancel all remaining bonuses and make a new deposit to continue.
·  No Bonus Received:
    If the player does not receive a bonus after following the steps, they should be directed to contact customer support via chat for further assistance.",Main Project CAD,,,,Not started,,"CARD, Mifinity, SKRILL",300.00,180.00,5,45xB,Gbl solutions,10xD
1208960155722778,2024-12-11,,2024-12-11,NeedForSpin 3,Untitled section,,,,,,"—
·  Deposit Funds:
    Ensure the player makes a deposit into their account to start playing with real money.
·  Playing with Real Money:
    After the deposit is confirmed, the player must first play using real money.
    Betting:
        For slots or table games, the recommended bet is between €10-€20 per spin or round, depending on the target amount.
        If the player is playing baccarat, they should go ""all-in"" until they reach their target.
·  Activating the Bonus:
    Once the player finishes playing with real money, they need to go to the ""My Bonuses"" section.
    There, they can activate their bonus.
·  Maximum Bet with Bonus Money:
    When using bonus money, the maximum allowed bet is €5.
·  Playing Free Spins:
    After the player has used their bonus money, they must also play any free spins that come with the bonus.
·  Bust Scenario:
    If the player loses all their funds (busts), instruct them to cancel all remaining bonuses and make a new deposit to continue.
·  No Bonus Received:
    If the player does not receive a bonus after following the steps, they should be directed to contact customer support via chat for further assistance.",Main Project CAD,,,,Not started,,"CARD, Mifinity, SKRILL",300.00,180.00,5,45xB,Gbl solutions,10xD
